property_collateral_id,collateral_id,address_line,city,country_code,postal_code,building_area_m2,lettable_area_m2,occupied_area_m2,condition_of_property,completion_status,current_market_status,current_annual_passing_rent,valuation_currency,initial_valuation_date,latest_valuation_date,created_at
301,301,458 Main Street,Berlin,IE,78568,5941.02,3844.47,6225.92,poor,under_construction,illiquid,599095.83,EUR,2022-10-20,2025-01-12,2025-01-12T05:57:50+00:00
304,304,681 Main Street,Paris,NL,76757,6123.53,3376.46,7720.12,good,completed,normal,266574.23,EUR,2023-11-03,2025-03-15,2025-03-15T14:40:03+00:00
307,307,194 Main Street,Milan,ES,68264,5980.09,9223.24,5780.58,poor,under_construction,normal,405575.16,EUR,2023-06-05,2023-09-10,2023-09-10T01:04:56+00:00
308,308,946 Main Street,Dublin,GB,24109,10233.28,2220.73,1548.24,poor,completed,liquid,180519.45,USD,2023-04-13,2025-01-10,2025-01-10T21:19:47+00:00
310,310,100 Main Street,Berlin,ES,70925,6103.78,7603.8,3067.89,excellent,under_construction,illiquid,574396.07,GBP,2022-10-24,2025-07-10,2025-07-10T10:01:26+00:00
311,311,69 Main Street,Milan,US,49708,9330.12,921.31,5415.8,good,planned,illiquid,424167.17,EUR,2024-07-09,2025-02-25,2025-02-25T12:30:16+00:00
312,312,774 Main Street,New York,FR,21287,6048.63,4290.17,2102.18,excellent,under_construction,liquid,5482.84,EUR,2021-01-12,2024-01-15,2024-01-15T11:56:54+00:00
315,315,419 Main Street,Berlin,IE,43591,10014.73,3914.21,2027.68,excellent,completed,normal,43764.81,EUR,2022-06-09,2025-09-16,2025-09-16T07:13:09+00:00
316,316,985 Main Street,Milan,DE,43515,871.18,7076.95,8882.33,good,planned,illiquid,342064.28,USD,2024-03-11,2025-02-10,2025-02-10T17:28:45+00:00
317,317,904 Main Street,Dublin,US,61691,140.84,7306.94,1699.25,excellent,under_construction,normal,42970.19,EUR,2021-07-14,2022-05-27,2022-05-27T20:39:24+00:00
319,319,458 Main Street,Madrid,IE,52596,11543.7,5549.38,2242.92,fair,planned,normal,407149.7,USD,2025-04-15,2025-09-07,2025-09-07T07:30:34+00:00
321,321,256 Main Street,Dublin,ES,73578,2525.42,6293.63,59.2,excellent,completed,liquid,321784.48,USD,2022-03-17,2024-12-01,2024-12-01T00:29:57+00:00
323,323,835 Main Street,Milan,DE,20237,4658.66,1416.41,1721.52,fair,planned,illiquid,12224.33,USD,2023-03-05,2025-04-29,2025-04-29T10:39:43+00:00
324,324,173 Main Street,Milan,BE,18582,6164.35,7894.11,8227.87,excellent,under_construction,normal,368880.59,GBP,2021-12-09,2024-09-27,2024-09-27T17:23:10+00:00
325,325,16 Main Street,New York,ES,22412,11170.54,6159.82,4852.64,excellent,completed,normal,471536.98,EUR,2022-10-17,2024-07-15,2024-07-15T15:22:50+00:00
327,327,987 Main Street,Dublin,GB,23167,6050.39,7231.64,8465.99,excellent,completed,liquid,495947.0,USD,2022-03-09,2022-08-15,2022-08-15T19:54:56+00:00
329,329,388 Main Street,Amsterdam,US,54324,11954.05,9286.48,1793.16,fair,under_construction,illiquid,551378.66,EUR,2023-11-18,2025-11-12,2025-11-12T14:58:33+00:00
333,333,528 Main Street,Brussels,DE,40438,10785.21,731.13,7805.82,fair,under_construction,illiquid,85716.45,USD,2022-11-17,2025-12-10,2025-12-10T14:28:06+00:00
334,334,440 Main Street,Lisbon,US,22480,3037.1,3673.83,5750.1,poor,completed,normal,458060.88,EUR,2022-08-08,2024-02-29,2024-02-29T18:30:41+00:00
336,336,936 Main Street,London,US,75972,6974.96,7623.69,496.51,excellent,under_construction,normal,356685.05,EUR,2021-06-27,2022-07-21,2022-07-21T14:35:00+00:00
337,337,595 Main Street,New York,FR,57523,5710.29,9049.51,7154.57,fair,planned,normal,358907.73,EUR,2023-01-31,2024-02-07,2024-02-07T06:02:17+00:00
338,338,590 Main Street,Berlin,IT,27621,5645.58,5096.96,7739.97,good,under_construction,normal,28231.44,USD,2022-10-27,2024-11-20,2024-11-20T20:18:03+00:00
339,339,691 Main Street,Lisbon,PT,21847,11531.27,3235.13,8062.79,fair,under_construction,illiquid,243117.65,EUR,2022-10-23,2025-01-27,2025-01-27T20:51:57+00:00
340,340,624 Main Street,Lisbon,BE,97025,949.1,2224.07,4999.2,excellent,completed,illiquid,567680.61,USD,2023-03-30,2023-08-09,2023-08-09T07:35:12+00:00
344,344,934 Main Street,Lisbon,NL,22451,5192.01,7395.63,2626.73,fair,under_construction,normal,563914.61,USD,2021-08-15,2024-06-21,2024-06-21T16:11:08+00:00
346,346,673 Main Street,Madrid,IT,31972,2210.6,6609.81,2015.65,good,completed,liquid,53785.37,GBP,2020-03-23,2023-05-19,2023-05-19T10:11:25+00:00
348,348,459 Main Street,Dublin,ES,59430,5095.48,7034.37,4235.07,fair,completed,illiquid,568592.37,GBP,2023-09-28,2024-10-12,2024-10-12T09:52:03+00:00
350,350,920 Main Street,Brussels,GB,63051,5776.31,4038.98,8135.42,excellent,planned,liquid,155309.85,EUR,2024-01-12,2025-10-11,2025-10-11T03:55:08+00:00
351,351,407 Main Street,Milan,GB,39458,6832.57,5857.41,152.54,good,planned,liquid,136403.55,EUR,2021-07-05,2024-07-11,2024-07-11T11:23:00+00:00
352,352,928 Main Street,Dublin,NL,73086,6617.17,6601.88,7716.07,fair,under_construction,normal,87773.69,GBP,2024-05-14,2025-04-28,2025-04-28T07:49:44+00:00
353,353,138 Main Street,Berlin,DE,60635,5421.78,5529.45,5372.73,poor,completed,illiquid,225075.44,GBP,2025-01-31,2025-10-05,2025-10-05T19:40:59+00:00
356,356,271 Main Street,Madrid,DE,69377,10120.52,2187.16,4061.83,fair,under_construction,normal,33707.1,GBP,2023-11-04,2024-01-07,2024-01-07T22:04:10+00:00
357,357,414 Main Street,Madrid,GB,26072,4569.65,1234.13,2837.72,fair,planned,illiquid,466185.18,GBP,2023-02-08,2024-05-13,2024-05-13T22:56:07+00:00
358,358,763 Main Street,Dublin,GB,17687,2964.48,1151.66,7440.83,poor,under_construction,liquid,33172.91,EUR,2023-10-30,2025-05-28,2025-05-28T03:00:35+00:00
360,360,819 Main Street,Dublin,BE,45993,3598.96,1623.0,8903.4,good,completed,illiquid,143228.93,EUR,2022-11-10,2024-08-24,2024-08-24T10:17:16+00:00
362,362,311 Main Street,Dublin,FR,65110,7511.14,9962.91,5199.1,poor,under_construction,illiquid,218199.63,EUR,2022-02-05,2024-04-30,2024-04-30T01:41:46+00:00
365,365,231 Main Street,New York,DE,55979,577.46,2416.84,8120.13,fair,under_construction,illiquid,8506.96,USD,2020-04-17,2023-01-17,2023-01-17T00:04:54+00:00
369,369,111 Main Street,Paris,ES,41165,5133.07,8696.2,8825.85,poor,planned,illiquid,565241.43,GBP,2023-12-12,2025-04-05,2025-04-05T11:14:37+00:00
370,370,788 Main Street,Madrid,DE,44605,6264.49,5224.2,1768.01,fair,planned,liquid,91091.42,GBP,2022-11-28,2024-03-21,2024-03-21T12:16:10+00:00
372,372,492 Main Street,Paris,BE,62518,4273.77,8147.07,3345.77,good,planned,illiquid,245421.08,GBP,2021-08-25,2024-09-17,2024-09-17T14:03:59+00:00
373,373,140 Main Street,Paris,BE,55097,7203.57,7886.48,3459.25,poor,planned,normal,418049.05,USD,2024-07-29,2025-12-26,2025-12-26T08:27:37+00:00
374,374,927 Main Street,Dublin,PT,87805,10082.46,8335.84,1066.4,fair,under_construction,liquid,577236.77,EUR,2024-07-15,2025-02-11,2025-02-11T01:26:06+00:00
376,376,298 Main Street,Dublin,FR,35179,10362.28,7552.3,5521.58,poor,under_construction,normal,359164.84,USD,2021-03-16,2022-02-09,2022-02-09T04:42:55+00:00
377,377,33 Main Street,Paris,GB,80472,2272.96,4285.16,5216.9,poor,completed,normal,93594.16,USD,2022-08-06,2024-07-14,2024-07-14T15:03:20+00:00
378,378,977 Main Street,Milan,NL,28506,6448.69,6664.12,5062.43,fair,planned,liquid,493975.41,USD,2023-04-29,2026-01-02,2026-01-02T23:28:56+00:00
379,379,956 Main Street,Berlin,ES,13128,7643.87,784.46,2511.86,good,under_construction,illiquid,205919.31,GBP,2022-12-12,2023-09-21,2023-09-21T03:45:08+00:00
380,380,780 Main Street,London,IT,11589,8188.22,7255.9,188.05,poor,planned,liquid,436823.99,USD,2022-11-19,2025-04-06,2025-04-06T02:30:16+00:00
382,382,496 Main Street,London,NL,63908,854.64,3886.08,8337.58,good,under_construction,liquid,468696.54,EUR,2021-08-05,2024-04-06,2024-04-06T06:19:48+00:00
385,385,167 Main Street,Brussels,IE,27297,7752.31,9162.53,456.75,fair,planned,normal,65009.57,USD,2019-12-29,2022-01-10,2022-01-10T11:07:12+00:00
386,386,12 Main Street,Amsterdam,DE,34712,8461.5,8404.98,4719.07,good,planned,illiquid,179056.87,EUR,2023-12-04,2025-09-29,2025-09-29T10:52:50+00:00
389,389,223 Main Street,Lisbon,IT,90693,4171.29,8682.99,8052.65,fair,completed,liquid,380916.14,GBP,2022-01-06,2023-07-29,2023-07-29T06:42:41+00:00
393,393,5 Main Street,Amsterdam,GB,48054,10362.96,5181.73,2136.99,excellent,completed,illiquid,154717.47,GBP,2020-10-22,2023-03-22,2023-03-22T18:39:14+00:00
394,394,113 Main Street,London,FR,90638,8307.52,3113.37,3493.75,good,completed,illiquid,257045.32,EUR,2019-07-12,2022-10-06,2022-10-06T10:14:54+00:00
395,395,307 Main Street,Dublin,NL,57107,7915.19,3159.67,9267.21,excellent,planned,illiquid,578954.94,USD,2022-12-31,2024-10-11,2024-10-11T22:23:24+00:00
396,396,322 Main Street,Paris,PT,34104,5864.6,3880.33,2132.85,good,completed,illiquid,313649.25,GBP,2025-09-27,2025-11-16,2025-11-16T21:35:25+00:00
398,398,77 Main Street,Amsterdam,IE,83433,473.05,1506.44,5236.75,excellent,planned,liquid,115315.63,EUR,2022-02-03,2024-02-04,2024-02-04T13:13:31+00:00
400,400,782 Main Street,Berlin,ES,21659,9866.94,9796.53,6834.1,good,completed,illiquid,163951.85,EUR,2022-02-11,2023-03-31,2023-03-31T11:30:07+00:00
401,401,796 Main Street,Berlin,GB,74463,115.78,2255.84,3039.57,fair,under_construction,liquid,243706.3,EUR,2022-08-27,2023-08-16,2023-08-16T17:21:16+00:00
402,402,502 Main Street,Amsterdam,US,86773,5186.78,4074.05,4098.08,fair,completed,normal,71919.64,EUR,2021-04-22,2022-06-26,2022-06-26T15:27:17+00:00
403,403,109 Main Street,Lisbon,BE,34083,7870.83,3155.0,8610.29,good,under_construction,liquid,302144.88,EUR,2020-09-30,2022-07-11,2022-07-11T20:58:24+00:00
405,405,100 Main Street,Milan,GB,62104,6186.29,3472.06,7882.54,poor,completed,normal,559175.8,EUR,2021-08-09,2022-01-12,2022-01-12T01:25:37+00:00
406,406,888 Main Street,Paris,PT,18351,4040.65,4774.95,1352.02,excellent,completed,normal,46014.05,EUR,2024-09-12,2025-02-01,2025-02-01T02:11:01+00:00
407,407,734 Main Street,London,NL,83563,6993.68,4388.14,5268.73,good,under_construction,normal,141915.11,USD,2019-08-31,2022-09-08,2022-09-08T03:16:18+00:00
408,408,90 Main Street,Brussels,ES,58177,790.28,138.13,9239.76,excellent,planned,liquid,274937.33,GBP,2023-04-27,2023-09-29,2023-09-29T21:11:07+00:00
409,409,673 Main Street,Lisbon,NL,68270,10023.09,4912.14,8316.64,good,planned,illiquid,408952.31,GBP,2022-07-15,2025-06-11,2025-06-11T18:10:11+00:00
411,411,788 Main Street,Brussels,US,85924,11114.64,5895.21,3462.63,good,completed,illiquid,461908.27,USD,2021-05-12,2024-03-25,2024-03-25T19:42:26+00:00
413,413,830 Main Street,New York,IE,21728,8891.89,7936.42,4890.69,fair,completed,illiquid,69947.62,EUR,2022-02-04,2023-12-07,2023-12-07T14:58:38+00:00
415,415,390 Main Street,Amsterdam,PT,81059,4648.03,6018.48,8375.46,excellent,completed,liquid,24371.35,GBP,2023-06-09,2024-10-14,2024-10-14T23:00:11+00:00
417,417,582 Main Street,Brussels,PT,12847,932.4,7581.82,2611.24,good,completed,normal,326847.28,EUR,2023-01-26,2025-11-26,2025-11-26T17:14:42+00:00
418,418,360 Main Street,Lisbon,FR,82487,10939.14,7390.82,5456.97,excellent,planned,liquid,430957.71,USD,2022-04-04,2023-02-17,2023-02-17T14:39:36+00:00
420,420,123 Main Street,Dublin,FR,35323,4525.8,7596.99,857.72,good,completed,illiquid,157648.58,GBP,2021-04-06,2022-09-17,2022-09-17T16:40:52+00:00
423,423,602 Main Street,Lisbon,IE,57187,5062.46,1316.57,1066.07,fair,planned,illiquid,449815.11,USD,2021-02-16,2022-01-11,2022-01-11T13:41:52+00:00
424,424,300 Main Street,London,DE,90853,8325.27,3655.34,6413.83,fair,under_construction,illiquid,288971.73,EUR,2020-12-24,2023-07-17,2023-07-17T12:21:12+00:00
425,425,255 Main Street,Berlin,IT,37342,9811.22,2982.36,3167.5,good,planned,normal,393169.99,EUR,2021-04-24,2023-07-22,2023-07-22T05:43:42+00:00
428,428,595 Main Street,Dublin,FR,71088,6271.99,5127.12,6700.51,poor,planned,illiquid,129246.42,GBP,2024-06-22,2024-09-02,2024-09-02T14:53:47+00:00
429,429,937 Main Street,Lisbon,IE,67701,5997.17,6456.94,7616.47,poor,under_construction,liquid,1164.19,EUR,2019-10-11,2022-12-18,2022-12-18T08:48:27+00:00
430,430,918 Main Street,Milan,ES,61997,1053.67,1554.33,2140.33,good,under_construction,illiquid,374094.44,GBP,2022-04-18,2024-10-27,2024-10-27T17:30:04+00:00
431,431,100 Main Street,Brussels,GB,45680,8897.31,9106.84,1977.89,fair,completed,illiquid,281138.78,USD,2023-09-11,2025-04-29,2025-04-29T15:32:16+00:00
435,435,428 Main Street,Amsterdam,GB,46018,120.04,7503.46,7955.29,excellent,planned,normal,268684.15,GBP,2023-10-23,2024-06-06,2024-06-06T07:43:10+00:00
436,436,140 Main Street,London,IE,84723,9121.61,5798.98,9495.81,excellent,completed,liquid,492123.76,EUR,2023-08-05,2023-09-16,2023-09-16T05:05:45+00:00
437,437,2 Main Street,Dublin,IE,65841,10304.86,1717.8,2996.59,poor,completed,illiquid,385058.22,USD,2023-10-09,2024-10-31,2024-10-31T06:33:46+00:00
440,440,757 Main Street,Dublin,FR,78272,1869.5,4901.79,4867.82,fair,under_construction,liquid,141662.94,USD,2024-01-04,2024-07-01,2024-07-01T18:55:41+00:00
441,441,403 Main Street,Brussels,NL,54415,5895.68,5875.6,4521.85,good,under_construction,illiquid,478872.99,EUR,2020-10-11,2023-04-08,2023-04-08T19:42:11+00:00
447,447,848 Main Street,Brussels,BE,27996,6069.41,5253.51,132.86,fair,planned,illiquid,494219.58,EUR,2021-12-23,2025-03-20,2025-03-20T05:35:02+00:00
448,448,540 Main Street,Dublin,US,26313,7926.47,479.71,8110.21,good,under_construction,normal,21102.2,GBP,2022-03-12,2025-06-17,2025-06-17T15:18:37+00:00
449,449,343 Main Street,New York,FR,16684,8325.81,5194.01,320.86,excellent,planned,liquid,252878.39,GBP,2019-06-28,2022-04-08,2022-04-08T07:19:48+00:00
451,451,317 Main Street,Amsterdam,GB,16522,1281.6,7926.18,4518.17,excellent,under_construction,normal,439870.38,USD,2020-12-15,2022-11-16,2022-11-16T13:08:25+00:00
452,452,997 Main Street,Brussels,DE,28525,280.34,1413.97,3744.0,excellent,under_construction,normal,203299.46,USD,2022-09-09,2024-08-26,2024-08-26T12:02:34+00:00
453,453,555 Main Street,London,IE,92622,8133.18,3256.51,4451.02,poor,planned,liquid,422579.14,GBP,2020-07-16,2023-04-13,2023-04-13T18:38:47+00:00
454,454,682 Main Street,Madrid,FR,16544,6053.8,3473.56,7075.86,good,planned,illiquid,353251.54,GBP,2022-12-05,2026-02-20,2026-02-20T14:30:33+00:00
455,455,449 Main Street,Dublin,FR,42914,768.19,6284.77,1702.99,excellent,planned,illiquid,396655.04,EUR,2023-06-14,2025-08-25,2025-08-25T19:13:42+00:00
457,457,887 Main Street,Paris,IT,37799,2554.8,4748.13,8374.81,poor,planned,normal,269742.08,EUR,2022-01-31,2022-06-04,2022-06-04T15:35:23+00:00
458,458,319 Main Street,Milan,DE,42011,3548.85,2485.5,2319.0,fair,planned,normal,386526.12,GBP,2021-11-22,2023-09-16,2023-09-16T21:54:03+00:00
461,461,808 Main Street,Milan,GB,88207,1902.73,359.84,889.21,poor,under_construction,normal,261511.31,GBP,2023-01-16,2025-05-21,2025-05-21T19:33:16+00:00
463,463,374 Main Street,Brussels,ES,73559,10895.37,4313.06,1860.88,excellent,planned,normal,8575.7,GBP,2020-12-05,2023-03-09,2023-03-09T15:50:29+00:00
465,465,273 Main Street,Madrid,DE,56697,4562.8,291.67,5198.01,fair,completed,liquid,127217.41,USD,2022-10-30,2024-05-18,2024-05-18T07:14:15+00:00
467,467,903 Main Street,London,BE,93351,9897.7,8889.28,3055.8,poor,under_construction,illiquid,69420.77,GBP,2023-02-20,2023-05-18,2023-05-18T18:02:12+00:00
468,468,411 Main Street,Madrid,DE,16859,8449.55,7522.52,223.4,excellent,completed,liquid,176551.32,GBP,2023-08-21,2025-04-06,2025-04-06T13:47:39+00:00
469,469,373 Main Street,Lisbon,ES,32032,7820.33,240.67,6863.68,fair,completed,illiquid,390156.68,EUR,2022-03-11,2022-11-28,2022-11-28T04:18:10+00:00
470,470,941 Main Street,New York,NL,12575,2943.24,3056.99,7423.75,good,under_construction,normal,321770.18,GBP,2024-10-25,2026-01-22,2026-01-22T05:09:03+00:00
474,474,889 Main Street,New York,DE,71754,5333.84,9776.69,139.84,excellent,completed,liquid,96091.95,GBP,2021-01-27,2023-05-27,2023-05-27T21:30:46+00:00
476,476,641 Main Street,Berlin,DE,29760,7363.51,5492.37,485.01,excellent,completed,illiquid,94422.12,EUR,2019-06-25,2022-09-10,2022-09-10T17:19:57+00:00
482,482,695 Main Street,Amsterdam,IT,99190,11157.24,5301.93,3250.29,fair,completed,illiquid,575748.85,GBP,2021-08-18,2022-03-26,2022-03-26T13:14:55+00:00
485,485,135 Main Street,Lisbon,IT,11695,2413.72,8885.01,5054.25,fair,under_construction,liquid,247365.6,USD,2024-01-19,2025-03-21,2025-03-21T16:29:27+00:00
486,486,792 Main Street,Paris,BE,45300,473.69,9077.18,8844.49,excellent,planned,liquid,207168.48,EUR,2021-05-20,2022-11-12,2022-11-12T17:05:00+00:00
492,492,655 Main Street,Dublin,DE,24772,8154.19,4741.8,5281.84,good,planned,normal,268746.46,EUR,2023-04-30,2023-06-27,2023-06-27T17:48:16+00:00
493,493,765 Main Street,Brussels,PT,65151,5330.72,525.91,7081.7,excellent,completed,liquid,454483.45,GBP,2022-09-21,2024-06-29,2024-06-29T16:48:11+00:00
494,494,831 Main Street,Paris,ES,99290,7315.91,734.65,3677.3,poor,planned,illiquid,414931.08,EUR,2023-04-06,2024-08-04,2024-08-04T22:34:19+00:00
495,495,971 Main Street,Dublin,GB,20043,2937.76,7298.47,365.3,good,planned,liquid,575057.82,USD,2024-07-27,2025-10-15,2025-10-15T06:36:46+00:00
499,499,727 Main Street,Paris,GB,14527,1458.75,7612.33,1646.27,poor,completed,liquid,125088.38,USD,2022-07-24,2024-09-10,2024-09-10T00:55:17+00:00
501,501,137 Main Street,Amsterdam,IT,77595,4134.3,9303.34,1218.94,poor,planned,illiquid,553848.85,EUR,2020-07-29,2022-08-13,2022-08-13T07:42:31+00:00
502,502,253 Main Street,Dublin,NL,58325,9972.5,8736.23,7661.34,fair,completed,normal,478384.92,USD,2022-05-18,2025-07-01,2025-07-01T14:54:04+00:00
503,503,907 Main Street,Brussels,GB,67379,5817.13,903.39,4769.84,fair,planned,liquid,396271.94,USD,2023-06-04,2025-09-01,2025-09-01T21:54:03+00:00
504,504,663 Main Street,Berlin,GB,27750,9089.24,3630.17,1604.54,poor,under_construction,normal,440364.16,USD,2022-01-19,2023-07-05,2023-07-05T09:22:55+00:00
508,508,32 Main Street,Paris,BE,89893,1097.75,7366.69,6406.28,excellent,planned,normal,213535.46,USD,2020-09-10,2022-07-19,2022-07-19T10:01:30+00:00
509,509,925 Main Street,Berlin,NL,91470,5684.75,9081.64,6113.43,poor,completed,illiquid,594380.87,GBP,2020-12-30,2023-03-05,2023-03-05T22:59:50+00:00
510,510,934 Main Street,Brussels,FR,56505,1751.07,1123.34,2153.94,poor,planned,illiquid,450963.99,GBP,2020-12-21,2022-03-06,2022-03-06T15:58:34+00:00
511,511,187 Main Street,Madrid,GB,88714,256.42,3448.44,9253.72,poor,completed,normal,146151.23,GBP,2020-08-08,2022-02-28,2022-02-28T06:26:27+00:00
512,512,12 Main Street,Milan,ES,79733,1406.09,4028.34,2403.89,good,completed,illiquid,485692.82,GBP,2022-04-03,2024-06-07,2024-06-07T10:44:18+00:00
514,514,524 Main Street,Madrid,FR,44103,1218.91,9376.43,2716.69,fair,completed,normal,332481.78,GBP,2020-05-05,2022-08-21,2022-08-21T00:06:44+00:00
515,515,160 Main Street,London,IT,46402,7081.08,182.24,8218.0,excellent,under_construction,illiquid,531403.5,EUR,2023-06-30,2024-10-01,2024-10-01T23:10:34+00:00
516,516,308 Main Street,Milan,US,79115,3838.24,293.4,7453.32,poor,planned,illiquid,582642.81,GBP,2022-08-28,2025-10-12,2025-10-12T16:01:56+00:00
518,518,304 Main Street,Dublin,BE,73734,1181.79,313.88,2190.72,excellent,under_construction,normal,53630.98,USD,2024-06-16,2024-11-07,2024-11-07T15:30:41+00:00
522,522,839 Main Street,Berlin,GB,80229,11250.8,5502.6,1063.61,excellent,planned,illiquid,85237.42,GBP,2023-09-29,2025-06-24,2025-06-24T09:26:08+00:00
523,523,314 Main Street,Amsterdam,PT,18266,6070.63,9968.31,5435.11,poor,under_construction,normal,120278.8,USD,2022-01-25,2024-06-03,2024-06-03T10:13:34+00:00
526,526,210 Main Street,New York,NL,37487,603.15,1891.93,7445.11,fair,under_construction,illiquid,218649.86,USD,2022-09-23,2024-07-10,2024-07-10T11:04:46+00:00
528,528,728 Main Street,Brussels,DE,37848,11331.84,4656.43,8576.28,poor,under_construction,normal,588949.02,USD,2022-09-26,2025-01-14,2025-01-14T22:57:36+00:00
530,530,131 Main Street,Amsterdam,GB,50962,516.47,8138.49,6761.05,poor,planned,liquid,96433.62,USD,2020-06-08,2023-02-23,2023-02-23T23:03:53+00:00
531,531,449 Main Street,Milan,FR,43014,4612.89,2924.71,6594.59,good,completed,illiquid,308555.39,GBP,2020-09-06,2022-07-06,2022-07-06T09:46:33+00:00
532,532,961 Main Street,Dublin,ES,28722,5232.38,2328.73,4859.91,poor,completed,illiquid,249319.79,GBP,2024-07-13,2025-05-02,2025-05-02T16:10:22+00:00
534,534,137 Main Street,New York,PT,74758,4217.04,7698.2,3924.12,fair,planned,normal,318269.95,USD,2019-08-21,2022-11-30,2022-11-30T12:20:14+00:00
538,538,668 Main Street,Milan,DE,13876,11286.95,2333.39,6024.38,fair,under_construction,illiquid,102308.02,EUR,2023-11-01,2025-12-11,2025-12-11T10:09:38+00:00
540,540,286 Main Street,Lisbon,NL,98181,3051.35,5810.5,3180.53,fair,under_construction,illiquid,468545.72,EUR,2022-03-08,2023-01-18,2023-01-18T10:49:22+00:00
541,541,349 Main Street,Madrid,FR,87841,11375.32,6849.42,2741.32,good,completed,illiquid,93951.54,USD,2024-08-30,2025-09-29,2025-09-29T16:06:29+00:00
542,542,407 Main Street,Berlin,FR,88274,3465.16,4178.09,3120.67,good,planned,liquid,199160.0,EUR,2022-05-21,2023-09-28,2023-09-28T06:59:29+00:00
543,543,585 Main Street,Dublin,PT,50790,3697.55,1641.92,8770.31,fair,planned,normal,426916.49,USD,2021-07-16,2022-07-09,2022-07-09T20:22:34+00:00
549,549,816 Main Street,Brussels,DE,96155,6636.32,8647.47,5484.93,good,completed,normal,573294.37,EUR,2022-07-23,2023-01-18,2023-01-18T21:22:38+00:00
550,550,961 Main Street,Dublin,FR,83900,3566.98,8656.01,8034.47,good,under_construction,normal,266213.49,EUR,2024-11-06,2025-08-19,2025-08-19T02:45:05+00:00
551,551,754 Main Street,London,ES,65317,1764.16,6004.51,5795.1,good,planned,normal,37630.98,USD,2021-06-14,2023-07-29,2023-07-29T07:36:45+00:00
552,552,38 Main Street,London,NL,85756,876.06,6049.5,5190.74,fair,planned,normal,384257.52,GBP,2024-02-22,2025-02-18,2025-02-18T13:16:22+00:00
553,553,523 Main Street,Berlin,IT,95773,4472.79,7621.66,8318.06,good,completed,illiquid,326944.91,GBP,2021-10-31,2024-07-30,2024-07-30T17:04:09+00:00
554,554,507 Main Street,Berlin,IE,32155,11045.28,4165.99,5419.46,fair,under_construction,liquid,541751.39,GBP,2021-03-29,2022-07-10,2022-07-10T15:54:18+00:00
557,557,758 Main Street,Milan,IT,53805,6634.26,7922.31,2033.15,good,planned,illiquid,238599.43,EUR,2021-06-15,2022-02-23,2022-02-23T08:04:25+00:00
558,558,493 Main Street,Berlin,ES,39980,2369.42,4941.95,3699.0,good,completed,normal,595344.49,EUR,2019-12-14,2022-01-10,2022-01-10T04:58:49+00:00
561,561,114 Main Street,Brussels,DE,25370,6349.52,2464.11,7085.1,poor,under_construction,liquid,437407.57,GBP,2020-05-08,2022-04-23,2022-04-23T07:53:33+00:00
562,562,610 Main Street,Lisbon,US,55806,8491.12,7785.07,1966.08,excellent,completed,illiquid,496109.3,EUR,2022-08-28,2023-10-09,2023-10-09T05:21:22+00:00
566,566,104 Main Street,Madrid,IT,32464,6953.65,6272.09,8225.78,excellent,planned,normal,487590.7,GBP,2022-11-10,2024-01-21,2024-01-21T08:09:06+00:00
567,567,980 Main Street,Milan,IE,38135,3012.81,6399.2,1997.28,poor,planned,illiquid,90046.91,GBP,2021-06-01,2024-01-21,2024-01-21T11:09:08+00:00
568,568,944 Main Street,Madrid,IE,46448,1133.22,365.69,450.22,fair,completed,normal,599853.27,USD,2021-08-30,2024-08-09,2024-08-09T13:04:05+00:00
570,570,588 Main Street,Dublin,NL,67212,4729.1,6972.71,7417.9,poor,planned,liquid,421389.46,EUR,2022-03-22,2024-11-25,2024-11-25T06:19:40+00:00
571,571,71 Main Street,New York,ES,45610,7007.15,3005.43,8055.1,poor,under_construction,normal,59266.34,USD,2022-06-06,2024-09-13,2024-09-13T13:20:35+00:00
572,572,378 Main Street,Amsterdam,IT,94828,11447.02,575.2,5926.64,poor,under_construction,normal,487786.32,GBP,2024-07-10,2025-05-17,2025-05-17T10:52:28+00:00
573,573,53 Main Street,London,DE,68801,8046.23,8223.15,5205.37,excellent,completed,normal,263124.53,GBP,2021-07-11,2022-12-02,2022-12-02T19:21:15+00:00
574,574,750 Main Street,New York,IT,32799,10850.94,7251.29,6044.27,good,completed,liquid,210756.01,GBP,2022-08-04,2023-12-01,2023-12-01T21:06:09+00:00
575,575,849 Main Street,Berlin,ES,55278,6298.62,5376.73,195.36,good,planned,normal,313438.49,EUR,2022-07-13,2024-02-13,2024-02-13T18:35:47+00:00
576,576,732 Main Street,Madrid,IT,13379,1923.82,272.19,9022.29,poor,under_construction,normal,458424.1,GBP,2022-05-13,2025-04-05,2025-04-05T01:37:34+00:00
577,577,222 Main Street,Madrid,DE,94355,11772.26,2908.87,5785.85,fair,completed,liquid,290633.8,GBP,2023-04-08,2024-11-16,2024-11-16T16:13:25+00:00
579,579,377 Main Street,Paris,GB,64547,2365.6,5177.94,9202.48,poor,completed,normal,206943.46,USD,2022-02-28,2023-07-13,2023-07-13T08:56:39+00:00
580,580,729 Main Street,Brussels,PT,57868,9694.26,1660.31,8607.95,excellent,completed,normal,546366.87,GBP,2022-10-11,2023-07-21,2023-07-21T15:59:30+00:00
581,581,349 Main Street,Milan,IE,71378,10249.81,9612.56,5192.05,poor,completed,liquid,512508.57,EUR,2019-12-12,2022-07-29,2022-07-29T19:41:53+00:00
