loan_id,loan_type,origination_date,maturity_date,current_maturity_date,currency_code,channel_of_origination,amortisation_type,principal_balance,accrued_interest_on_book,accrued_interest_off_book,balance_at_default,ifrs_stage,days_past_due,default_date,current_interest_rate,current_interest_margin,interest_rate_type,product_code,code_of_conduct_status,is_non_performing,write_off_flag,created_at
386,personal,2023-01-06,2024-07-01,2024-07-27,GBP,branch,linear,67279.55,2607.38,175.66,,ifrs_stage_1,9,,10.2487,8.2325,fixed,SME_REVOLVER,waived,false,false,2023-01-06T16:20:23+00:00
387,corporate,2022-05-04,2025-04-25,2026-01-12,GBP,partner,annuity,1228726.82,61788.77,2724.56,,ifrs_stage_1,6,,3.2871,0.8867,mixed,MORTGAGE_STD,waived,false,false,2022-05-04T07:37:58+00:00
388,personal,2020-08-03,2022-01-19,2022-05-04,EUR,partner,bullet,155854.64,5646.33,617.64,118692.65,ifrs_stage_3_impaired,107,2021-05-24,4.9243,3.1481,fixed,MORTGAGE_STD,not_applicable,true,false,2020-08-03T14:56:37+00:00
389,corporate,2023-05-30,2026-03-09,2025-10-30,USD,partner,linear,4814099.51,94727.65,86011.8,,other_not_impaired,4,,4.8789,4.6846,floating,BRIDGE_LOAN,waived,false,false,2023-05-30T19:26:21+00:00
390,personal,2023-11-12,2031-09-08,2032-07-01,EUR,branch,bullet,291310.65,15072.88,2012.71,224659.09,ifrs_stage_3_impaired,360,2024-01-12,9.3179,8.656,mixed,SME_TERM,waived,true,false,2023-11-12T01:21:56+00:00
391,personal,2019-10-23,2028-05-23,2028-05-22,GBP,partner,annuity,183994.63,2453.0,435.0,,ifrs_stage_2,60,,5.6037,5.1558,floating,SME_REVOLVER,active,false,false,2019-10-23T04:49:47+00:00
392,personal,2023-03-18,2024-11-16,2024-10-16,USD,branch,linear,66567.66,3638.94,530.51,,other_not_impaired,9,,1.9734,1.7243,mixed,CONSUMER_LOAN,not_applicable,false,false,2023-03-18T21:51:50+00:00
393,corporate,2023-07-20,2032-06-02,2033-04-13,GBP,branch,annuity,8166435.6,55899.11,117633.92,,fair_value_pnl,9,,11.8145,8.2051,fixed,CONSUMER_LOAN,not_applicable,false,false,2023-07-20T14:30:21+00:00
394,personal,2023-11-24,2031-03-25,2031-04-23,USD,branch,bullet,276326.92,5570.44,1429.9,,ifrs_stage_2,60,,9.8318,6.7059,fixed,CONSUMER_LOAN,not_applicable,false,false,2023-11-24T14:48:54+00:00
395,personal,2023-11-28,2033-11-12,2034-07-09,GBP,partner,linear,177680.63,8714.58,1766.61,,ifrs_stage_2,45,,1.2037,1.1531,mixed,SME_REVOLVER,waived,false,false,2023-11-28T23:28:24+00:00
396,personal,2020-11-02,2028-06-24,2029-04-25,GBP,partner,linear,111121.35,4095.73,1701.22,,other_not_impaired,8,,7.8741,3.8379,mixed,MORTGAGE_STD,waived,false,false,2020-11-02T23:59:25+00:00
397,personal,2022-02-18,2026-01-18,2027-01-07,GBP,branch,linear,259123.91,11929.39,4956.39,,ifrs_stage_2,9,,2.0339,1.7063,fixed,SME_REVOLVER,active,false,false,2022-02-18T06:12:51+00:00
398,corporate,2024-09-16,2032-03-31,2032-05-16,USD,online,bullet,4295372.7,145164.29,41348.57,,fair_value_pnl,5,,5.2153,4.534,mixed,SME_REVOLVER,waived,false,false,2024-09-16T00:42:36+00:00
399,personal,2020-10-28,2029-06-22,2029-08-01,GBP,broker,linear,43013.05,1581.97,138.06,,other_not_impaired,5,,9.9089,7.791,floating,BRIDGE_LOAN,active,false,false,2020-10-28T08:02:50+00:00
400,corporate,2021-01-30,2022-09-24,2022-07-25,USD,branch,bullet,4682247.54,200109.03,16267.19,,ifrs_stage_1,9,,8.345,7.1271,floating,AUTO_LOAN,active,false,false,2021-01-30T15:50:27+00:00
401,corporate,2024-07-18,2027-07-09,2027-02-06,USD,partner,linear,2070355.76,123962.53,29560.45,,other_not_impaired,0,,3.0246,2.2393,fixed,SME_REVOLVER,waived,false,false,2024-07-18T22:33:26+00:00
402,corporate,2020-01-30,2028-11-25,2028-09-30,GBP,branch,linear,895189.31,38028.73,11115.39,,fair_value_pnl,3,,9.7514,6.3161,mixed,CONSUMER_LOAN,not_applicable,false,false,2020-01-30T15:56:42+00:00
403,personal,2020-02-18,2025-01-06,2024-12-04,EUR,broker,linear,180143.78,940.57,2079.38,,ifrs_stage_2,84,,11.7378,8.9209,mixed,AUTO_LOAN,active,false,false,2020-02-18T22:52:21+00:00
404,personal,2022-04-18,2031-05-17,2031-04-04,USD,online,bullet,20774.47,483.03,83.07,,ifrs_stage_2,87,,5.2788,3.2214,mixed,CONSUMER_LOAN,not_applicable,false,false,2022-04-18T02:24:59+00:00
405,personal,2023-03-20,2028-05-02,2028-06-24,USD,partner,bullet,39949.62,804.59,334.92,,ifrs_stage_2,9,,8.2767,6.2038,mixed,SME_TERM,waived,false,false,2023-03-20T16:17:00+00:00
406,personal,2022-04-27,2025-06-30,2025-02-24,USD,partner,bullet,85930.21,2388.75,1278.36,,other_not_impaired,0,,5.9515,4.3883,fixed,AUTO_LOAN,active,false,false,2022-04-27T18:27:22+00:00
407,corporate,2022-11-18,2026-03-13,2025-09-15,GBP,partner,annuity,8260545.03,443543.9,45813.66,,other_not_impaired,9,,6.3303,3.6815,floating,SME_TERM,waived,false,false,2022-11-18T11:28:51+00:00
408,personal,2022-02-13,2024-05-11,2025-03-17,EUR,online,bullet,116086.18,6164.93,709.14,97317.63,ifrs_stage_3_impaired,275,2022-11-26,8.7462,8.5944,floating,SME_TERM,waived,true,false,2022-02-13T16:05:45+00:00
409,personal,2020-10-23,2028-06-06,2028-04-17,GBP,partner,bullet,175818.94,6417.54,7.93,,fair_value_pnl,9,,2.0665,0.6645,fixed,SME_TERM,active,false,false,2020-10-23T14:20:17+00:00
410,corporate,2020-06-15,2023-07-10,2023-05-12,USD,partner,annuity,5077212.19,300058.13,18974.21,,ifrs_stage_2,15,,1.9886,1.3467,fixed,CONSUMER_LOAN,not_applicable,false,false,2020-06-15T02:00:27+00:00
411,personal,2020-02-21,2023-07-29,2024-07-21,GBP,broker,bullet,49579.98,1815.0,336.28,,other_not_impaired,8,,10.7716,8.4589,mixed,AUTO_LOAN,waived,false,false,2020-02-21T18:11:31+00:00
412,corporate,2023-08-19,2026-06-20,2026-11-30,EUR,broker,bullet,9312888.23,488338.33,106955.76,,fair_value_pnl,4,,12.1343,8.0592,fixed,MORTGAGE_STD,active,false,false,2023-08-19T20:27:59+00:00
413,personal,2022-12-11,2029-12-07,2030-09-12,EUR,branch,bullet,187708.57,7220.3,1506.71,168746.14,ifrs_stage_3_impaired,211,2023-08-11,6.2219,5.664,fixed,SME_REVOLVER,waived,true,false,2022-12-11T13:55:02+00:00
414,personal,2024-12-24,2030-07-17,2031-04-23,EUR,online,linear,247925.39,9277.53,1969.54,,ifrs_stage_2,50,,3.4362,1.8066,fixed,SME_REVOLVER,waived,false,false,2024-12-24T17:22:08+00:00
415,corporate,2019-03-14,2021-12-15,2021-08-13,USD,branch,linear,3722493.45,48254.48,65431.73,,other_not_impaired,5,,7.1005,5.7178,fixed,AUTO_LOAN,active,false,false,2019-03-14T06:26:54+00:00
416,personal,2021-10-09,2031-02-04,2031-03-02,EUR,branch,annuity,96927.22,1734.65,394.56,101939.67,ifrs_stage_3_impaired,223,2024-06-05,1.2397,0.6371,fixed,SME_REVOLVER,waived,true,false,2021-10-09T16:16:28+00:00
417,personal,2019-04-24,2022-05-01,2022-09-24,GBP,partner,annuity,42098.84,617.84,786.07,,other_not_impaired,1,,7.5585,7.3953,mixed,SME_REVOLVER,waived,false,false,2019-04-24T11:21:32+00:00
418,corporate,2020-05-29,2028-04-25,2028-11-29,GBP,broker,annuity,7563641.41,401968.78,12337.26,,ifrs_stage_1,2,,12.6971,8.7791,fixed,CONSUMER_LOAN,not_applicable,false,false,2020-05-29T09:42:02+00:00
419,corporate,2020-07-15,2027-02-22,2026-11-23,EUR,partner,linear,4158881.37,136225.69,70817.89,,other_not_impaired,5,,10.0342,7.6646,floating,AUTO_LOAN,active,false,false,2020-07-15T03:45:28+00:00
420,personal,2022-07-30,2026-12-21,2027-06-01,GBP,broker,annuity,56627.5,841.41,604.36,61612.56,ifrs_stage_3_impaired,415,2024-05-19,6.1998,5.7026,mixed,BRIDGE_LOAN,not_applicable,true,false,2022-07-30T00:40:33+00:00
421,personal,2023-10-29,2026-11-06,2027-05-11,USD,broker,annuity,116660.33,5355.3,643.55,,ifrs_stage_2,55,,12.2452,7.9441,mixed,BRIDGE_LOAN,waived,false,false,2023-10-29T03:37:01+00:00
422,personal,2024-06-09,2031-11-20,2032-05-17,EUR,branch,linear,183668.69,9759.23,3087.28,,other_not_impaired,5,,4.9055,1.0632,mixed,SME_REVOLVER,not_applicable,false,false,2024-06-09T05:24:38+00:00
423,personal,2022-04-01,2027-07-07,2028-05-13,GBP,branch,annuity,229682.85,5795.7,51.37,238961.61,ifrs_stage_3_impaired,529,2025-04-18,6.0291,3.5232,mixed,MORTGAGE_STD,not_applicable,true,false,2022-04-01T06:29:48+00:00
424,personal,2021-04-06,2024-04-21,2024-03-17,GBP,broker,linear,219823.36,3891.72,1810.41,,fair_value_pnl,4,,5.798,5.4932,floating,MORTGAGE_STD,waived,false,false,2021-04-06T01:05:29+00:00
425,personal,2021-09-01,2028-11-22,2028-12-14,GBP,partner,bullet,206316.41,1259.28,1499.37,,ifrs_stage_2,20,,9.4235,8.6229,floating,SME_TERM,waived,false,false,2021-09-01T23:34:19+00:00
426,personal,2021-02-21,2028-03-25,2028-03-23,GBP,broker,annuity,239029.39,13456.51,237.09,,ifrs_stage_2,77,,8.0732,4.6307,floating,SME_REVOLVER,not_applicable,false,false,2021-02-21T07:04:33+00:00
427,corporate,2022-11-18,2027-02-10,2027-11-18,USD,broker,linear,2792468.8,25235.8,13548.88,2956899.7,ifrs_stage_3_impaired,450,2025-11-18,9.463,5.6233,fixed,BRIDGE_LOAN,not_applicable,true,false,2022-11-18T08:45:42+00:00
428,corporate,2023-08-04,2033-06-10,2034-05-13,GBP,online,bullet,1825211.32,19448.44,32437.35,,ifrs_stage_2,60,,9.497,8.5562,fixed,MORTGAGE_STD,not_applicable,false,false,2023-08-04T02:54:39+00:00
429,personal,2025-04-08,2027-09-13,2027-06-27,EUR,branch,bullet,299167.09,8121.92,2354.44,,ifrs_stage_1,9,,6.2869,1.9136,floating,BRIDGE_LOAN,active,false,false,2025-04-08T16:20:35+00:00
430,personal,2024-07-01,2028-12-10,2029-06-17,GBP,online,bullet,151979.36,5335.09,1328.13,,fair_value_pnl,0,,4.9487,3.5143,mixed,MORTGAGE_STD,waived,false,false,2024-07-01T01:25:33+00:00
431,personal,2020-08-10,2028-08-25,2028-12-27,USD,branch,bullet,79781.86,3911.85,408.48,,other_not_impaired,3,,3.4852,3.2068,floating,SME_TERM,active,false,false,2020-08-10T15:56:42+00:00
432,corporate,2023-11-05,2031-02-12,2030-11-03,USD,broker,bullet,8378649.1,437708.19,14163.69,,fair_value_pnl,8,,7.041,6.8855,fixed,AUTO_LOAN,waived,false,false,2023-11-05T19:02:45+00:00
433,corporate,2025-03-03,2027-03-04,2026-12-03,USD,partner,annuity,1772769.43,3592.17,15261.33,,fair_value_pnl,7,,0.9949,0.8922,fixed,SME_TERM,active,false,false,2025-03-03T06:05:19+00:00
434,corporate,2021-12-24,2029-12-09,2029-11-28,GBP,online,annuity,9154183.55,285595.92,22211.49,10386508.83,ifrs_stage_3_impaired,510,2022-01-27,5.3084,1.5793,floating,CONSUMER_LOAN,active,true,false,2021-12-24T08:56:49+00:00
435,corporate,2023-11-21,2031-07-27,2032-01-29,USD,broker,linear,7708628.56,363629.9,47138.94,,ifrs_stage_1,4,,7.0665,3.3736,floating,AUTO_LOAN,active,false,false,2023-11-21T13:26:29+00:00
436,corporate,2020-12-19,2026-10-14,2027-07-18,GBP,branch,linear,1408958.19,78495.79,26050.66,,fair_value_pnl,2,,7.0935,5.4694,floating,MORTGAGE_STD,waived,false,false,2020-12-19T04:19:01+00:00
437,corporate,2019-03-30,2028-07-09,2029-01-18,GBP,broker,bullet,667940.45,18735.31,1654.85,,fair_value_pnl,0,,4.4771,4.401,fixed,AUTO_LOAN,not_applicable,false,false,2019-03-30T09:44:34+00:00
438,personal,2020-08-10,2026-09-10,2027-04-12,GBP,branch,linear,217836.58,8835.42,451.63,,fair_value_pnl,5,,8.0655,7.3762,mixed,AUTO_LOAN,not_applicable,false,false,2020-08-10T17:22:33+00:00
439,corporate,2020-07-02,2026-03-31,2026-09-03,EUR,branch,annuity,1634278.71,14420.39,20963.13,,ifrs_stage_1,1,,9.5037,8.819,floating,CONSUMER_LOAN,waived,false,false,2020-07-02T03:52:29+00:00
440,personal,2021-06-30,2025-03-20,2025-01-18,EUR,branch,bullet,97505.68,4197.35,1639.18,,fair_value_pnl,0,,7.3002,6.8565,floating,AUTO_LOAN,waived,false,false,2021-06-30T13:02:43+00:00
441,personal,2021-08-25,2025-06-09,2025-05-10,EUR,broker,bullet,249924.29,9094.63,800.14,,other_not_impaired,3,,6.648,2.563,floating,BRIDGE_LOAN,active,false,false,2021-08-25T22:59:59+00:00
442,corporate,2021-04-16,2030-08-25,2030-11-14,EUR,branch,linear,9135994.44,505484.46,174324.7,,fair_value_pnl,0,,6.4452,2.0087,fixed,BRIDGE_LOAN,active,false,false,2021-04-16T21:00:17+00:00
443,personal,2023-01-30,2031-10-10,2031-11-20,USD,broker,bullet,62974.04,3372.89,1149.22,,ifrs_stage_1,6,,6.5375,4.098,fixed,CONSUMER_LOAN,active,false,false,2023-01-30T20:58:02+00:00
444,corporate,2024-05-03,2032-05-23,2032-10-01,USD,online,annuity,3498103.96,160887.12,52230.24,,other_not_impaired,8,,11.8369,7.8561,mixed,BRIDGE_LOAN,waived,false,false,2024-05-03T00:56:50+00:00
445,personal,2024-09-08,2029-12-03,2030-06-13,GBP,online,bullet,214230.24,4575.62,210.43,,ifrs_stage_1,4,,4.1972,3.9593,floating,SME_REVOLVER,not_applicable,false,false,2024-09-08T08:47:31+00:00
446,personal,2020-02-15,2023-02-19,2023-03-14,USD,online,annuity,49883.11,2276.37,391.72,,ifrs_stage_1,6,,9.2452,5.3237,floating,MORTGAGE_STD,waived,false,false,2020-02-15T02:45:40+00:00
447,personal,2020-02-21,2027-04-09,2027-02-11,GBP,partner,annuity,191458.64,8299.87,1371.08,,fair_value_pnl,8,,2.0664,1.1267,mixed,SME_TERM,not_applicable,false,false,2020-02-21T06:50:55+00:00
448,personal,2022-03-24,2029-04-15,2029-03-07,USD,partner,bullet,94769.15,1590.17,1788.4,,fair_value_pnl,9,,11.6514,7.2742,mixed,SME_REVOLVER,waived,false,false,2022-03-24T14:57:08+00:00
449,corporate,2025-02-02,2029-10-30,2029-12-20,USD,partner,bullet,3839730.41,88460.27,7365.11,,other_not_impaired,8,,4.9417,2.4304,floating,CONSUMER_LOAN,not_applicable,false,false,2025-02-02T23:10:03+00:00
450,personal,2024-04-26,2032-11-06,2033-09-10,EUR,online,linear,95579.88,1912.79,556.52,,ifrs_stage_2,82,,6.486,2.6494,fixed,AUTO_LOAN,active,false,false,2024-04-26T09:12:05+00:00
451,personal,2025-03-27,2027-10-15,2028-02-01,USD,branch,bullet,240535.75,7979.89,344.28,268808.4,ifrs_stage_3_impaired,443,2025-12-19,10.4149,8.508,fixed,SME_TERM,active,true,false,2025-03-27T22:56:11+00:00
452,personal,2022-06-30,2029-09-06,2029-07-05,EUR,online,bullet,111173.74,296.07,630.84,,fair_value_pnl,1,,10.6374,8.906,mixed,SME_REVOLVER,active,false,false,2022-06-30T22:49:22+00:00
453,corporate,2019-11-01,2027-03-27,2027-03-28,GBP,broker,bullet,321116.02,7255.91,6343.28,,ifrs_stage_2,41,,3.7598,1.1721,mixed,MORTGAGE_STD,not_applicable,false,false,2019-11-01T15:54:02+00:00
454,personal,2019-04-25,2024-03-09,2024-10-05,GBP,broker,annuity,40668.93,1762.14,83.03,,fair_value_pnl,3,,7.3761,3.0871,floating,SME_TERM,active,false,false,2019-04-25T06:29:52+00:00
455,personal,2019-11-15,2029-08-29,2029-09-28,GBP,branch,annuity,66328.31,314.86,687.88,,other_not_impaired,3,,8.3149,4.4358,fixed,MORTGAGE_STD,active,false,false,2019-11-15T21:31:07+00:00
456,personal,2022-03-10,2031-05-18,2032-02-27,USD,online,bullet,144373.34,6556.84,598.39,,other_not_impaired,2,,4.1069,2.3486,floating,BRIDGE_LOAN,not_applicable,false,false,2022-03-10T23:29:11+00:00
457,personal,2021-02-19,2024-08-06,2024-10-08,USD,partner,linear,104783.89,4132.34,239.48,89742.75,ifrs_stage_3_impaired,427,2024-06-04,10.1819,7.664,mixed,CONSUMER_LOAN,not_applicable,true,false,2021-02-19T06:12:20+00:00
458,personal,2023-08-18,2032-03-01,2032-02-11,GBP,branch,annuity,29975.1,1549.66,491.19,,ifrs_stage_1,2,,7.8261,5.1639,floating,MORTGAGE_STD,active,false,false,2023-08-18T00:39:42+00:00
459,corporate,2022-07-05,2023-09-05,2024-03-07,GBP,online,annuity,4384271.55,19277.54,37563.79,,other_not_impaired,4,,4.508,1.3709,mixed,AUTO_LOAN,not_applicable,false,false,2022-07-05T06:25:55+00:00
460,personal,2023-03-16,2030-05-26,2030-08-26,EUR,online,bullet,49781.93,1967.14,712.0,,ifrs_stage_2,34,,6.3336,5.5261,fixed,SME_TERM,active,false,false,2023-03-16T13:35:08+00:00
461,personal,2024-10-07,2027-04-13,2027-07-21,USD,online,linear,172496.59,6341.7,1583.99,,other_not_impaired,0,,6.812,2.7883,floating,SME_REVOLVER,waived,false,false,2024-10-07T03:57:33+00:00
462,corporate,2022-10-06,2028-09-19,2028-11-17,EUR,branch,annuity,5190760.52,158943.64,8240.35,6208651.68,ifrs_stage_3_impaired,380,2024-09-28,6.5062,4.1073,mixed,MORTGAGE_STD,waived,true,false,2022-10-06T20:45:11+00:00
463,corporate,2021-09-28,2026-06-25,2026-10-07,GBP,broker,bullet,8973026.01,125641.72,67924.09,,fair_value_pnl,6,,10.4114,6.9592,mixed,BRIDGE_LOAN,waived,false,false,2021-09-28T05:49:07+00:00
464,personal,2019-04-09,2025-09-19,2025-06-14,GBP,branch,bullet,280135.57,2220.45,870.13,,ifrs_stage_1,3,,12.9384,8.4459,mixed,SME_REVOLVER,active,false,false,2019-04-09T04:57:30+00:00
465,personal,2025-06-07,2027-10-21,2028-09-04,EUR,partner,bullet,180486.83,485.76,903.37,172314.44,ifrs_stage_3_impaired,471,2025-07-04,7.8259,7.8075,floating,MORTGAGE_STD,not_applicable,true,false,2025-06-07T16:16:15+00:00
466,corporate,2022-10-04,2027-10-04,2027-04-23,USD,partner,linear,3868218.92,159888.62,75333.69,,other_not_impaired,5,,11.4563,8.7199,floating,MORTGAGE_STD,not_applicable,false,false,2022-10-04T20:35:26+00:00
467,corporate,2021-02-15,2029-08-11,2030-07-13,USD,branch,annuity,3894441.13,101459.26,14105.23,,other_not_impaired,0,,12.5614,8.0773,floating,SME_REVOLVER,active,false,false,2021-02-15T11:09:38+00:00
468,personal,2024-08-22,2030-03-30,2030-03-23,EUR,online,bullet,166849.12,49.88,3001.74,,other_not_impaired,1,,5.8099,2.7893,floating,AUTO_LOAN,active,false,false,2024-08-22T01:43:43+00:00
469,personal,2023-05-26,2027-05-03,2027-06-18,GBP,partner,annuity,89101.18,2670.3,1409.58,,other_not_impaired,9,,6.8546,4.0953,mixed,SME_TERM,not_applicable,false,false,2023-05-26T16:39:05+00:00
470,corporate,2021-12-05,2027-02-08,2027-04-29,USD,branch,annuity,5148386.53,27806.28,2734.04,5200735.1,ifrs_stage_3_impaired,476,2025-02-09,9.0337,6.7035,mixed,SME_REVOLVER,active,true,true,2021-12-05T23:24:25+00:00
471,personal,2021-05-15,2023-04-21,2023-10-10,USD,branch,bullet,13292.5,520.56,137.81,,other_not_impaired,6,,12.1844,8.2772,fixed,SME_TERM,waived,false,false,2021-05-15T20:38:07+00:00
472,corporate,2019-07-13,2026-03-10,2026-10-29,EUR,branch,annuity,5935116.45,126519.66,569.62,,ifrs_stage_1,7,,2.6487,0.5927,mixed,BRIDGE_LOAN,active,false,false,2019-07-13T11:26:01+00:00
473,personal,2024-06-08,2028-11-11,2029-08-13,EUR,online,annuity,116252.93,5035.44,789.38,,ifrs_stage_2,88,,7.1756,6.091,floating,CONSUMER_LOAN,waived,false,false,2024-06-08T14:46:24+00:00
474,corporate,2022-05-18,2032-04-20,2032-10-05,USD,partner,bullet,8129537.32,323235.82,60921.82,8230782.52,ifrs_stage_3_impaired,620,2024-08-10,9.2168,4.9379,mixed,MORTGAGE_STD,active,true,false,2022-05-18T20:59:07+00:00
475,corporate,2020-12-20,2025-09-29,2026-05-22,GBP,broker,annuity,8083698.98,203217.92,153572.33,,other_not_impaired,2,,6.9096,2.8645,floating,CONSUMER_LOAN,not_applicable,false,false,2020-12-20T03:52:45+00:00
476,personal,2022-10-02,2025-06-13,2025-09-11,EUR,broker,bullet,261377.49,11330.85,1594.9,,other_not_impaired,4,,5.3095,4.1843,floating,MORTGAGE_STD,active,false,false,2022-10-02T04:50:56+00:00
477,corporate,2023-09-21,2028-03-26,2028-07-26,USD,branch,annuity,633955.25,28217.05,11792.59,,ifrs_stage_1,8,,6.7471,6.5494,fixed,SME_REVOLVER,waived,false,false,2023-09-21T08:31:41+00:00
478,personal,2019-08-05,2028-10-13,2028-08-18,USD,online,linear,223806.32,4199.84,3318.53,,other_not_impaired,7,,6.5862,5.0232,floating,SME_TERM,not_applicable,false,false,2019-08-05T11:03:31+00:00
479,corporate,2023-01-06,2024-07-14,2025-06-10,EUR,partner,annuity,3035719.32,17024.24,34850.37,,ifrs_stage_1,3,,6.1546,2.5215,fixed,AUTO_LOAN,active,false,false,2023-01-06T11:33:30+00:00
480,personal,2021-08-12,2030-08-31,2030-08-26,USD,branch,linear,161903.85,2385.3,639.5,186037.23,ifrs_stage_3_impaired,315,2024-05-19,7.5018,7.4972,floating,AUTO_LOAN,active,true,false,2021-08-12T21:53:21+00:00
481,personal,2024-10-30,2028-08-15,2029-06-24,GBP,partner,bullet,191033.25,499.29,3390.0,,ifrs_stage_2,44,,1.7385,0.5702,fixed,SME_TERM,waived,false,false,2024-10-30T15:16:49+00:00
482,personal,2024-11-08,2034-07-01,2034-04-20,USD,broker,annuity,186244.99,9929.7,2401.86,,ifrs_stage_1,1,,6.1524,5.3406,fixed,AUTO_LOAN,waived,false,false,2024-11-08T01:42:14+00:00
483,corporate,2024-06-15,2031-07-14,2031-04-10,EUR,online,linear,3943984.06,212731.36,4777.21,,other_not_impaired,3,,9.4376,6.8879,fixed,MORTGAGE_STD,waived,false,false,2024-06-15T19:56:32+00:00
484,personal,2020-12-14,2023-01-14,2022-10-17,USD,branch,linear,73276.04,944.18,409.72,,ifrs_stage_2,32,,7.0077,5.0701,floating,MORTGAGE_STD,waived,false,false,2020-12-14T23:10:01+00:00
485,corporate,2020-09-15,2022-04-04,2022-08-01,USD,online,bullet,8593914.28,28303.93,5882.78,,ifrs_stage_2,81,,6.6517,5.4119,floating,SME_REVOLVER,waived,false,false,2020-09-15T20:10:47+00:00
486,personal,2025-02-14,2030-02-08,2030-09-22,EUR,online,annuity,265147.29,3366.17,1698.01,,ifrs_stage_1,6,,6.0611,1.6658,fixed,AUTO_LOAN,active,false,false,2025-02-14T18:31:43+00:00
487,corporate,2019-07-13,2027-07-20,2028-01-27,USD,broker,linear,2041525.78,45373.54,22128.03,,ifrs_stage_1,1,,6.0069,5.4389,mixed,AUTO_LOAN,active,false,false,2019-07-13T02:46:53+00:00
488,personal,2023-11-08,2031-01-15,2030-07-19,GBP,branch,bullet,100271.03,2650.12,315.22,,other_not_impaired,5,,6.6443,4.0685,mixed,SME_TERM,not_applicable,false,false,2023-11-08T02:20:55+00:00
489,personal,2025-06-24,2028-01-01,2028-08-04,GBP,broker,linear,43270.14,98.85,397.04,,ifrs_stage_2,51,,6.1947,4.2297,floating,SME_TERM,waived,false,false,2025-06-24T17:57:25+00:00
490,corporate,2023-12-01,2026-12-10,2026-08-19,EUR,broker,linear,7898241.51,463299.55,15127.08,,other_not_impaired,8,,8.868,6.1696,mixed,CONSUMER_LOAN,waived,false,false,2023-12-01T22:59:07+00:00
491,corporate,2023-12-10,2025-06-15,2025-08-22,EUR,branch,linear,7853736.83,439046.23,103872.87,,other_not_impaired,9,,3.8681,3.6121,fixed,SME_TERM,waived,false,false,2023-12-10T17:55:44+00:00
492,corporate,2019-09-10,2028-04-26,2029-02-20,GBP,branch,annuity,7908906.82,65768.08,104062.26,,ifrs_stage_1,9,,8.559,7.2241,mixed,MORTGAGE_STD,waived,false,false,2019-09-10T00:09:57+00:00
493,corporate,2019-09-10,2023-07-17,2023-11-25,GBP,branch,linear,298073.93,14884.53,1610.03,,ifrs_stage_2,35,,3.0733,1.6276,mixed,SME_TERM,not_applicable,false,false,2019-09-10T17:00:42+00:00
494,corporate,2023-09-18,2026-04-07,2026-02-03,GBP,partner,linear,2541012.09,100933.6,47475.94,,ifrs_stage_1,5,,1.3287,1.1102,mixed,SME_TERM,not_applicable,false,false,2023-09-18T20:54:29+00:00
495,corporate,2024-09-25,2032-02-27,2033-01-05,GBP,broker,bullet,8884655.16,68871.33,95278.59,,ifrs_stage_2,68,,8.9387,6.3539,mixed,AUTO_LOAN,not_applicable,false,false,2024-09-25T05:55:32+00:00
496,personal,2019-06-12,2029-02-25,2029-12-09,EUR,branch,annuity,130736.62,7283.89,820.31,,other_not_impaired,8,,6.8881,4.5469,fixed,CONSUMER_LOAN,waived,false,false,2019-06-12T16:25:46+00:00
497,personal,2023-05-31,2031-03-14,2030-10-13,EUR,branch,linear,176676.96,5380.12,1253.55,171030.49,ifrs_stage_3_impaired,249,2024-04-04,10.1169,5.8431,floating,BRIDGE_LOAN,active,true,false,2023-05-31T23:34:02+00:00
498,personal,2022-09-15,2024-11-03,2025-09-28,EUR,partner,annuity,294377.95,14238.4,5159.23,234207.14,ifrs_stage_3_impaired,381,2023-09-14,6.908,5.3312,mixed,BRIDGE_LOAN,waived,true,false,2022-09-15T02:03:33+00:00
499,corporate,2020-03-21,2026-11-10,2027-03-20,GBP,online,linear,8464133.01,379116.24,123911.4,,fair_value_pnl,3,,7.7998,7.2541,floating,SME_REVOLVER,not_applicable,false,false,2020-03-21T20:45:24+00:00
500,corporate,2023-08-18,2032-09-09,2033-03-19,USD,partner,linear,5137767.05,175336.13,98235.56,,ifrs_stage_2,63,,11.8429,8.3026,mixed,CONSUMER_LOAN,active,false,false,2023-08-18T06:04:24+00:00
501,corporate,2020-10-18,2027-11-04,2028-07-18,USD,broker,bullet,2306791.79,84741.95,15197.86,,other_not_impaired,9,,6.2403,5.4468,floating,AUTO_LOAN,active,false,false,2020-10-18T06:28:34+00:00
502,corporate,2022-03-31,2025-04-18,2024-11-23,GBP,broker,annuity,4022354.68,121493.96,27323.78,,ifrs_stage_2,71,,7.7691,4.121,mixed,BRIDGE_LOAN,not_applicable,false,false,2022-03-31T00:55:33+00:00
503,personal,2022-05-24,2023-07-20,2023-05-19,GBP,online,linear,146219.61,6604.13,1605.16,,ifrs_stage_1,0,,9.3098,6.945,mixed,SME_REVOLVER,not_applicable,false,false,2022-05-24T13:50:08+00:00
504,personal,2020-06-07,2024-05-20,2025-02-22,GBP,branch,annuity,126506.95,3589.22,2411.19,,other_not_impaired,7,,3.5445,1.2376,fixed,CONSUMER_LOAN,waived,false,false,2020-06-07T15:57:41+00:00
505,corporate,2022-07-07,2030-03-01,2030-11-09,USD,online,bullet,5612569.43,201695.1,53191.17,,ifrs_stage_2,13,,6.8278,5.0144,fixed,BRIDGE_LOAN,not_applicable,false,false,2022-07-07T17:43:30+00:00
