collateral_id,collateral_type,concerns_loan_id,concerns_borrower_id,valuation_date,latest_valuation_amount,collateral_currency,collateral_insured,insurance_coverage_amount,insurance_provider_id,activation_of_guarantee,configuration,created_at
255,guarantee,3,,2023-03-12,2652120.96,EUR,true,1479143.5,20,true,mixed,2023-03-12T14:22:20+00:00
256,cash,282,,2025-08-24,1719360.58,EUR,false,,,false,single_asset,2025-08-24T04:38:29+00:00
257,property,1275,,2025-03-12,1677126.3,USD,false,,,false,pool,2025-03-12T19:24:15+00:00
258,cash,,741,2024-09-13,3519840.39,GBP,true,1110731.62,6,false,mixed,2024-09-13T12:22:32+00:00
259,other,1476,,2025-11-12,2335672.55,USD,true,1165682.8,12,false,mixed,2025-11-12T12:25:35+00:00
260,property,220,,2025-07-31,2830589.77,EUR,false,,,false,mixed,2025-07-31T22:25:03+00:00
261,property,607,,2024-07-29,5633487.66,EUR,false,,,false,single_asset,2024-07-29T23:58:24+00:00
262,guarantee,43,1789,2024-04-02,362233.26,GBP,true,254683.78,8,true,mixed,2024-04-02T12:59:01+00:00
263,property,691,,2024-08-06,249201.79,USD,false,,,false,mixed,2024-08-06T20:55:07+00:00
264,other,1274,1102,2023-09-11,2386532.3,EUR,false,,,false,pool,2023-09-11T13:39:33+00:00
265,other,309,,2023-05-07,2058849.46,EUR,true,844386.08,1,false,mixed,2023-05-07T18:27:07+00:00
266,property,46,,2024-12-21,600503.37,GBP,false,,,false,pool,2024-12-21T22:25:47+00:00
267,guarantee,487,,2024-08-08,3965420.31,EUR,true,1567170.71,10,false,single_asset,2024-08-08T19:47:51+00:00
268,property,907,,2025-12-15,518828.05,USD,false,,,false,single_asset,2025-12-15T15:34:54+00:00
269,cash,247,672,2025-01-07,5883886.25,USD,true,2091972.54,16,false,mixed,2025-01-07T03:05:54+00:00
270,other,229,217,2025-09-17,3268801.98,EUR,true,2452885.49,20,false,single_asset,2025-09-17T08:34:45+00:00
271,property,1250,,2024-03-31,4722882.87,GBP,false,,,false,pool,2024-03-31T00:33:08+00:00
272,property,679,,2023-08-23,3987325.28,USD,false,,,false,single_asset,2023-08-23T00:01:05+00:00
273,property,,1336,2024-04-06,5198780.35,EUR,false,,,false,pool,2024-04-06T14:23:14+00:00
274,property,,1897,2022-10-03,1195096.7,EUR,true,312441.6,4,false,pool,2022-10-03T12:31:48+00:00
275,other,612,,2024-05-09,5740741.26,EUR,false,,,false,mixed,2024-05-09T20:41:41+00:00
276,guarantee,,1363,2024-10-30,5052577.03,EUR,true,3990859.34,18,false,pool,2024-10-30T19:00:43+00:00
277,cash,1192,,2024-06-28,2006943.86,GBP,true,1515102.1,9,false,mixed,2024-06-28T05:41:14+00:00
278,property,359,1862,2025-06-02,22848.35,EUR,false,,,false,mixed,2025-06-02T15:56:52+00:00
279,cash,1305,,2023-12-30,1267275.39,USD,false,,,false,single_asset,2023-12-30T19:10:25+00:00
280,cash,843,,2024-03-17,1986237.96,USD,false,,,false,single_asset,2024-03-17T13:29:04+00:00
281,guarantee,140,2002,2025-11-19,1806008.71,USD,false,,,true,single_asset,2025-11-19T23:31:14+00:00
282,property,1405,,2025-10-26,1138020.1,USD,false,,,false,single_asset,2025-10-26T14:59:22+00:00
283,guarantee,1222,183,2025-01-05,5127532.83,USD,false,,,false,pool,2025-01-05T00:18:21+00:00
284,guarantee,51,,2022-10-11,3541784.66,EUR,false,,,false,mixed,2022-10-11T03:39:54+00:00
285,property,908,,2022-07-20,364514.16,GBP,false,,,false,mixed,2022-07-20T17:30:44+00:00
286,other,418,,2025-12-02,517027.31,USD,true,202989.13,6,false,mixed,2025-12-02T01:54:18+00:00
287,property,1330,,2023-11-14,2110516.63,EUR,false,,,false,pool,2023-11-14T19:40:49+00:00
288,cash,121,,2023-02-05,842428.42,GBP,true,450247.95,5,false,single_asset,2023-02-05T13:08:46+00:00
289,property,,2038,2022-01-13,5733134.49,USD,false,,,false,pool,2022-01-13T08:35:56+00:00
290,property,629,,2024-04-29,2907989.17,GBP,true,1073141.23,12,false,single_asset,2024-04-29T23:01:41+00:00
291,cash,126,,2023-07-15,1759070.29,EUR,false,,,false,pool,2023-07-15T13:10:51+00:00
292,property,1060,,2024-05-03,76152.05,USD,false,,,false,mixed,2024-05-03T21:08:54+00:00
293,other,438,,2023-01-28,464028.0,GBP,false,,,false,single_asset,2023-01-28T15:48:21+00:00
294,property,1340,,2025-09-24,2724608.21,GBP,false,,,false,single_asset,2025-09-24T18:41:07+00:00
295,property,1084,,2022-05-11,4622840.03,GBP,false,,,false,mixed,2022-05-11T10:41:54+00:00
296,guarantee,189,1686,2022-06-05,834991.93,USD,false,,,true,mixed,2022-06-05T17:59:53+00:00
297,cash,786,,2022-07-14,3402797.73,USD,true,1368084.52,12,false,single_asset,2022-07-14T06:01:00+00:00
298,property,1341,,2022-09-13,5722662.51,EUR,false,,,false,mixed,2022-09-13T04:04:42+00:00
299,cash,1492,,2022-10-11,366359.64,EUR,false,,,false,mixed,2022-10-11T03:38:27+00:00
300,guarantee,1259,,2025-05-23,1534975.31,EUR,false,,,false,pool,2025-05-23T01:12:51+00:00
301,property,844,1644,2025-01-12,5619575.46,USD,true,1708000.27,7,false,pool,2025-01-12T07:44:34+00:00
302,cash,193,,2023-03-21,4409088.57,USD,false,,,false,single_asset,2023-03-21T09:32:28+00:00
303,cash,591,,2022-08-26,1655518.05,GBP,false,,,false,mixed,2022-08-26T23:03:15+00:00
304,property,308,,2025-03-15,242272.32,GBP,true,64583.04,16,false,mixed,2025-03-15T07:59:18+00:00
305,guarantee,73,193,2022-03-21,5931064.49,USD,false,,,true,single_asset,2022-03-21T15:49:22+00:00
306,cash,,2194,2024-05-03,1437714.75,EUR,false,,,false,single_asset,2024-05-03T14:26:49+00:00
307,property,437,,2023-09-10,2294568.57,GBP,true,1242778.99,9,false,mixed,2023-09-10T02:33:19+00:00
308,property,562,1434,2025-01-10,5025499.05,USD,false,,,false,single_asset,2025-01-10T11:54:23+00:00
309,cash,809,,2024-11-03,772611.77,EUR,false,,,false,mixed,2024-11-03T11:06:02+00:00
310,property,5,,2025-07-10,1369950.21,USD,false,,,false,single_asset,2025-07-10T16:28:32+00:00
311,property,42,67,2025-02-25,4076520.0,USD,true,3221187.76,12,false,single_asset,2025-02-25T06:25:00+00:00
312,property,253,,2024-01-15,2802980.51,EUR,false,,,false,single_asset,2024-01-15T04:20:33+00:00
313,cash,126,,2024-07-17,3774633.91,GBP,true,2487443.65,3,false,single_asset,2024-07-17T21:47:44+00:00
314,cash,315,,2025-06-24,50975.79,EUR,true,34774.84,9,false,pool,2025-06-24T12:38:09+00:00
315,property,939,,2025-09-16,3511033.39,USD,false,,,false,mixed,2025-09-16T14:50:01+00:00
316,property,675,,2025-02-10,5950226.84,EUR,false,,,false,pool,2025-02-10T06:10:37+00:00
317,property,318,,2022-05-27,5340533.6,GBP,false,,,false,pool,2022-05-27T20:51:30+00:00
318,guarantee,,1005,2024-02-07,1500731.78,GBP,false,,,true,pool,2024-02-07T22:33:29+00:00
319,property,426,,2025-09-07,2388849.48,GBP,true,848650.52,13,false,mixed,2025-09-07T05:55:50+00:00
320,guarantee,1498,,2022-03-12,2473854.64,EUR,false,,,true,mixed,2022-03-12T08:46:17+00:00
321,property,1161,,2024-12-01,2681264.66,GBP,false,,,false,single_asset,2024-12-01T16:01:08+00:00
322,cash,561,,2023-02-20,4136239.78,USD,true,2813148.34,16,false,mixed,2023-02-20T17:20:18+00:00
323,property,1377,,2025-04-29,1407470.39,USD,true,726184.63,7,false,pool,2025-04-29T07:14:22+00:00
324,property,1015,,2024-09-27,2807484.21,USD,false,,,false,pool,2024-09-27T14:52:02+00:00
325,property,1466,,2024-07-15,2987865.95,EUR,false,,,false,mixed,2024-07-15T20:51:28+00:00
326,guarantee,1340,,2022-04-03,3993107.18,USD,true,2095289.98,5,false,pool,2022-04-03T14:54:48+00:00
327,property,,1146,2022-08-15,4815080.96,EUR,true,3058011.0,5,false,mixed,2022-08-15T20:31:05+00:00
328,guarantee,920,1697,2026-02-04,5923717.69,EUR,true,1513544.53,16,false,mixed,2026-02-04T12:56:39+00:00
329,property,1401,,2025-11-12,4464190.81,GBP,false,,,false,single_asset,2025-11-12T06:59:41+00:00
330,other,,1093,2025-12-21,3532355.18,GBP,false,,,false,single_asset,2025-12-21T04:01:58+00:00
331,guarantee,1279,,2022-01-28,1529905.55,EUR,false,,,false,pool,2022-01-28T05:11:47+00:00
332,guarantee,709,,2025-12-14,1898731.06,EUR,false,,,false,single_asset,2025-12-14T13:03:01+00:00
333,property,140,,2025-12-10,5987455.13,EUR,false,,,false,pool,2025-12-10T12:40:10+00:00
334,property,1437,,2024-02-29,2549343.0,EUR,true,1196864.81,12,false,single_asset,2024-02-29T08:57:32+00:00
335,other,502,,2022-01-04,5378114.66,USD,false,,,false,mixed,2022-01-04T02:03:20+00:00
336,property,790,,2022-07-21,1973546.18,USD,true,867060.1,20,false,mixed,2022-07-21T12:46:42+00:00
337,property,944,,2024-02-07,3780087.13,EUR,true,1903697.17,17,false,single_asset,2024-02-07T13:08:25+00:00
338,property,817,,2024-11-20,5612423.54,EUR,false,,,false,single_asset,2024-11-20T17:48:53+00:00
339,property,668,,2025-01-27,5038789.86,USD,false,,,false,pool,2025-01-27T00:59:46+00:00
340,property,1362,,2023-08-09,241226.79,EUR,true,73617.49,10,false,pool,2023-08-09T03:25:34+00:00
341,cash,,585,2024-03-18,61787.32,GBP,false,,,false,mixed,2024-03-18T14:11:03+00:00
342,guarantee,1378,502,2024-02-29,4216713.5,USD,false,,,false,pool,2024-02-29T17:49:26+00:00
343,cash,1219,,2025-03-05,709564.44,EUR,true,553631.73,18,false,single_asset,2025-03-05T16:33:55+00:00
344,property,1278,1862,2024-06-21,2894641.36,GBP,false,,,false,pool,2024-06-21T00:36:45+00:00
345,cash,1166,,2022-03-22,3300043.4,USD,true,972506.76,12,false,pool,2022-03-22T03:54:04+00:00
346,property,1062,535,2023-05-19,2317632.37,GBP,false,,,false,single_asset,2023-05-19T04:07:40+00:00
347,other,151,34,2022-12-25,5428016.19,EUR,false,,,false,pool,2022-12-25T13:05:42+00:00
348,property,247,,2024-10-12,255124.09,USD,false,,,false,pool,2024-10-12T08:06:45+00:00
349,cash,71,,2024-08-31,3815800.57,EUR,true,1671127.49,13,false,pool,2024-08-31T14:15:10+00:00
350,property,514,1081,2025-10-11,3155689.24,GBP,false,,,false,pool,2025-10-11T12:33:45+00:00
351,property,897,,2024-07-11,925822.21,EUR,false,,,false,single_asset,2024-07-11T21:40:53+00:00
352,property,1250,,2025-04-28,5585239.27,USD,false,,,false,mixed,2025-04-28T18:27:21+00:00
353,property,941,,2025-10-05,1584238.74,USD,true,1300561.8,7,false,mixed,2025-10-05T19:28:17+00:00
354,cash,,1186,2023-08-08,2631975.55,EUR,true,1733940.11,2,false,pool,2023-08-08T19:11:23+00:00
355,other,678,,2025-07-15,755975.43,USD,true,315055.15,13,false,single_asset,2025-07-15T12:38:55+00:00
356,property,600,,2024-01-07,1469015.18,GBP,false,,,false,single_asset,2024-01-07T16:47:45+00:00
357,property,77,273,2024-05-13,2144581.98,GBP,true,1174527.98,1,false,pool,2024-05-13T16:49:07+00:00
358,property,,2090,2025-05-28,201957.93,EUR,true,63039.0,12,false,single_asset,2025-05-28T07:46:39+00:00
359,guarantee,1132,,2024-11-02,5704437.89,EUR,false,,,true,mixed,2024-11-02T00:35:55+00:00
360,property,907,,2024-08-24,5632850.31,GBP,true,2060240.42,2,false,mixed,2024-08-24T10:30:26+00:00
361,guarantee,105,48,2022-03-12,5579138.21,EUR,false,,,true,pool,2022-03-12T20:02:17+00:00
362,property,1262,346,2024-04-30,5124673.19,GBP,true,3155524.97,2,false,pool,2024-04-30T01:25:15+00:00
363,guarantee,1187,,2024-06-17,3945173.24,GBP,false,,,false,pool,2024-06-17T17:22:20+00:00
364,guarantee,1036,,2025-06-17,5685909.13,USD,true,3603283.58,11,false,mixed,2025-06-17T22:42:08+00:00
365,property,1026,318,2023-01-17,4035934.98,EUR,false,,,false,single_asset,2023-01-17T09:29:31+00:00
366,guarantee,1446,1962,2025-06-05,1671532.7,USD,true,1167439.29,2,false,single_asset,2025-06-05T10:59:43+00:00
367,cash,267,,2023-02-25,5724648.73,USD,true,4007222.94,14,false,single_asset,2023-02-25T02:30:39+00:00
368,cash,739,,2022-03-09,1465127.28,GBP,false,,,false,mixed,2022-03-09T07:30:15+00:00
369,property,132,,2025-04-05,1070075.78,EUR,true,888741.31,19,false,pool,2025-04-05T10:37:32+00:00
370,property,49,,2024-03-21,3899685.21,USD,false,,,false,pool,2024-03-21T09:54:01+00:00
371,guarantee,1268,131,2025-06-18,4617819.24,USD,false,,,true,single_asset,2025-06-18T19:13:56+00:00
372,property,1041,,2024-09-17,1943516.75,USD,true,529766.13,10,false,mixed,2024-09-17T06:00:17+00:00
373,property,635,,2025-12-26,837091.5,GBP,false,,,false,single_asset,2025-12-26T03:10:06+00:00
374,property,157,,2025-02-11,803194.53,GBP,true,665792.26,6,false,single_asset,2025-02-11T03:20:28+00:00
375,guarantee,144,,2025-07-25,4963828.25,EUR,false,,,false,single_asset,2025-07-25T01:23:07+00:00
376,property,359,,2022-02-09,4037486.54,GBP,true,3055310.67,13,false,mixed,2022-02-09T21:48:19+00:00
377,property,313,269,2024-07-14,1525179.83,GBP,true,787682.89,4,false,pool,2024-07-14T16:15:17+00:00
378,property,1329,,2026-01-02,5037326.16,GBP,false,,,false,mixed,2026-01-02T21:26:20+00:00
379,property,1021,,2023-09-21,1411081.53,GBP,false,,,false,single_asset,2023-09-21T00:04:35+00:00
380,property,1212,,2025-04-06,2054035.2,EUR,false,,,false,single_asset,2025-04-06T23:12:19+00:00
381,guarantee,940,,2026-02-19,3582628.45,EUR,false,,,false,mixed,2026-02-19T04:40:12+00:00
382,property,140,,2024-04-06,1465573.45,EUR,false,,,false,mixed,2024-04-06T02:26:33+00:00
383,other,828,,2026-02-22,1894415.6,EUR,true,1283878.25,5,false,pool,2026-02-22T00:03:40+00:00
384,cash,314,,2024-01-02,2792674.08,GBP,true,2266283.25,11,false,single_asset,2024-01-02T05:10:20+00:00
385,property,157,,2022-01-10,5099733.74,USD,false,,,false,pool,2022-01-10T23:38:23+00:00
386,property,1161,45,2025-09-29,4341346.89,USD,true,1999713.89,20,false,single_asset,2025-09-29T08:58:27+00:00
387,guarantee,656,,2025-01-21,3848393.13,GBP,false,,,false,mixed,2025-01-21T07:08:37+00:00
388,cash,1487,,2023-01-29,4280815.75,GBP,true,1307916.55,2,false,mixed,2023-01-29T05:15:19+00:00
389,property,115,,2023-07-29,3727182.69,USD,false,,,false,pool,2023-07-29T00:17:12+00:00
390,cash,381,1872,2024-01-17,324359.84,GBP,false,,,false,pool,2024-01-17T17:51:53+00:00
391,guarantee,730,,2024-04-07,827278.54,GBP,true,612378.95,11,false,pool,2024-04-07T11:39:50+00:00
392,cash,1429,,2026-01-05,5624892.76,GBP,false,,,false,single_asset,2026-01-05T11:35:51+00:00
393,property,969,,2023-03-22,3406274.66,GBP,false,,,false,pool,2023-03-22T18:39:12+00:00
394,property,186,,2022-10-06,3869018.16,GBP,true,1986088.04,19,false,single_asset,2022-10-06T11:41:25+00:00
395,property,140,,2024-10-11,18886.87,EUR,false,,,false,single_asset,2024-10-11T05:42:09+00:00
396,property,179,,2025-11-16,185422.94,EUR,false,,,false,mixed,2025-11-16T16:58:04+00:00
397,guarantee,,1180,2022-01-02,2677436.59,GBP,true,855555.01,13,false,single_asset,2022-01-02T14:40:29+00:00
398,property,363,300,2024-02-04,2157438.67,USD,true,1810119.55,14,false,pool,2024-02-04T04:45:04+00:00
399,guarantee,555,1481,2025-04-03,2268307.35,GBP,false,,,true,single_asset,2025-04-03T18:25:55+00:00
400,property,1267,,2023-03-31,2413741.86,EUR,true,1930964.93,19,false,single_asset,2023-03-31T02:59:29+00:00
401,property,1315,,2023-08-16,5990863.47,USD,false,,,false,pool,2023-08-16T15:38:53+00:00
402,property,,1152,2022-06-26,1316696.21,USD,true,405804.32,5,false,pool,2022-06-26T08:36:44+00:00
403,property,315,,2022-07-11,4630410.98,USD,false,,,false,mixed,2022-07-11T13:13:35+00:00
404,guarantee,774,,2025-04-16,524214.87,GBP,true,310873.44,17,true,single_asset,2025-04-16T11:43:31+00:00
405,property,1039,1708,2022-01-12,3089243.3,GBP,false,,,false,single_asset,2022-01-12T12:36:13+00:00
406,property,624,811,2025-02-01,5397280.1,GBP,true,3732781.7,8,false,mixed,2025-02-01T23:08:42+00:00
407,property,841,,2022-09-08,5422972.34,USD,false,,,false,mixed,2022-09-08T02:18:04+00:00
408,property,967,,2023-09-29,3532204.14,EUR,true,1815455.5,11,false,mixed,2023-09-29T19:12:58+00:00
409,property,,1835,2025-06-11,4951681.01,EUR,false,,,false,mixed,2025-06-11T10:22:10+00:00
410,other,867,32,2024-08-13,2405080.9,EUR,true,1335011.26,8,false,mixed,2024-08-13T01:23:05+00:00
411,property,809,,2024-03-25,1865223.76,GBP,true,722685.27,3,false,mixed,2024-03-25T10:32:53+00:00
412,other,1426,,2022-06-02,304999.76,EUR,true,254211.96,3,false,pool,2022-06-02T12:50:31+00:00
413,property,1215,,2023-12-07,3619910.69,EUR,false,,,false,single_asset,2023-12-07T23:31:49+00:00
414,guarantee,20,1497,2022-02-11,2469868.75,EUR,false,,,true,pool,2022-02-11T14:21:48+00:00
415,property,659,,2024-10-14,3418218.85,GBP,false,,,false,single_asset,2024-10-14T06:21:14+00:00
416,guarantee,377,,2024-10-27,3204872.29,GBP,true,2533508.6,3,false,single_asset,2024-10-27T07:04:58+00:00
417,property,1194,66,2025-11-26,2780113.37,EUR,false,,,false,pool,2025-11-26T03:45:06+00:00
418,property,240,813,2023-02-17,4456806.44,GBP,false,,,false,mixed,2023-02-17T17:09:37+00:00
419,guarantee,260,,2025-07-25,5638117.61,GBP,true,4710553.41,6,false,mixed,2025-07-25T01:05:48+00:00
420,property,1325,,2022-09-17,4931616.99,GBP,true,3399092.18,16,false,mixed,2022-09-17T19:15:35+00:00
421,cash,125,,2022-06-25,5038059.82,EUR,true,2181566.07,5,false,mixed,2022-06-25T04:03:31+00:00
422,other,,714,2025-12-07,3809735.95,EUR,false,,,false,mixed,2025-12-07T16:45:56+00:00
423,property,216,1912,2022-01-11,5081454.4,USD,true,3797664.86,5,false,mixed,2022-01-11T00:45:07+00:00
424,property,836,,2023-07-17,2201676.18,EUR,true,630816.88,6,false,single_asset,2023-07-17T03:42:14+00:00
425,property,,1332,2023-07-22,4501621.77,EUR,true,1341537.01,12,false,single_asset,2023-07-22T13:41:40+00:00
426,other,150,,2022-10-24,850069.42,USD,true,622692.75,7,false,pool,2022-10-24T22:24:49+00:00
427,cash,354,1211,2025-05-22,5262096.18,GBP,true,1352932.54,7,false,pool,2025-05-22T11:00:32+00:00
428,property,320,,2024-09-02,4533400.25,USD,true,1561382.63,13,false,mixed,2024-09-02T14:46:04+00:00
429,property,780,,2022-12-18,3704721.25,USD,false,,,false,pool,2022-12-18T12:45:09+00:00
430,property,327,317,2024-10-27,413200.19,EUR,true,153655.04,16,false,pool,2024-10-27T10:15:53+00:00
431,property,535,1585,2025-04-29,3000906.21,EUR,true,1006924.11,8,false,single_asset,2025-04-29T06:40:19+00:00
432,guarantee,998,106,2023-12-15,1229568.93,USD,false,,,false,single_asset,2023-12-15T20:51:43+00:00
433,guarantee,1286,,2026-02-20,3279904.45,GBP,false,,,true,pool,2026-02-20T12:37:48+00:00
434,other,210,,2025-01-02,1608282.7,GBP,true,1261129.06,20,false,pool,2025-01-02T07:58:56+00:00
435,property,1463,,2024-06-06,1624496.72,EUR,true,1182683.94,3,false,pool,2024-06-06T20:24:36+00:00
436,property,656,857,2023-09-16,5184925.71,GBP,false,,,false,mixed,2023-09-16T22:03:16+00:00
437,property,,866,2024-10-31,3882766.3,GBP,false,,,false,pool,2024-10-31T19:11:51+00:00
438,cash,1150,,2024-11-26,514541.04,EUR,false,,,false,pool,2024-11-26T04:27:20+00:00
439,cash,720,,2023-06-14,3224898.55,GBP,false,,,false,pool,2023-06-14T17:48:04+00:00
440,property,983,,2024-07-01,1425235.7,EUR,false,,,false,pool,2024-07-01T23:20:54+00:00
441,property,882,,2023-04-08,3894539.6,EUR,true,2070578.82,8,false,pool,2023-04-08T03:48:45+00:00
442,other,,583,2022-06-08,1996487.81,GBP,true,623907.63,3,false,pool,2022-06-08T16:03:58+00:00
443,other,1037,,2023-12-26,3140427.8,EUR,false,,,false,single_asset,2023-12-26T18:18:04+00:00
444,guarantee,132,1275,2023-07-11,3001631.89,GBP,true,2483323.28,11,false,single_asset,2023-07-11T04:11:04+00:00
445,guarantee,1143,,2025-05-01,2055114.52,USD,false,,,true,single_asset,2025-05-01T01:58:24+00:00
446,guarantee,64,,2024-08-02,4658646.99,USD,true,1871347.03,4,true,single_asset,2024-08-02T00:53:42+00:00
447,property,284,,2025-03-20,5002620.94,GBP,false,,,false,pool,2025-03-20T12:04:33+00:00
448,property,1262,346,2025-06-17,4428955.79,GBP,false,,,false,single_asset,2025-06-17T11:44:57+00:00
449,property,303,1271,2022-04-08,4754935.47,USD,false,,,false,pool,2022-04-08T08:07:00+00:00
450,guarantee,574,,2024-04-16,2795453.21,GBP,false,,,false,pool,2024-04-16T01:19:49+00:00
451,property,350,,2022-11-16,5614068.85,GBP,true,4453879.04,8,false,single_asset,2022-11-16T15:06:51+00:00
452,property,173,,2024-08-26,2494007.88,USD,true,1858759.46,8,false,pool,2024-08-26T05:11:22+00:00
453,property,1237,,2023-04-13,2983968.37,USD,true,1680798.88,8,false,mixed,2023-04-13T02:22:36+00:00
454,property,1008,,2026-02-20,1778740.31,USD,false,,,false,mixed,2026-02-20T07:54:07+00:00
455,property,266,,2025-08-25,3631707.1,USD,false,,,false,single_asset,2025-08-25T23:20:59+00:00
456,cash,993,,2023-01-10,1153442.03,EUR,false,,,false,single_asset,2023-01-10T21:46:25+00:00
457,property,414,,2022-06-04,2623889.84,USD,false,,,false,mixed,2022-06-04T16:38:27+00:00
458,property,1495,,2023-09-16,2708570.72,GBP,false,,,false,mixed,2023-09-16T20:14:11+00:00
459,cash,495,,2022-07-30,2939300.21,GBP,false,,,false,single_asset,2022-07-30T18:59:29+00:00
460,guarantee,,419,2023-04-23,2333605.99,GBP,false,,,false,mixed,2023-04-23T07:50:12+00:00
461,property,111,,2025-05-21,338106.97,EUR,false,,,false,pool,2025-05-21T18:18:06+00:00
462,guarantee,222,2080,2025-03-29,4047172.41,EUR,true,1622767.26,6,false,mixed,2025-03-29T22:40:09+00:00
463,property,522,,2023-03-09,5712198.86,EUR,false,,,false,pool,2023-03-09T19:24:18+00:00
464,cash,,1609,2024-12-08,2116407.49,USD,false,,,false,mixed,2024-12-08T14:18:51+00:00
465,property,828,1198,2024-05-18,1957384.72,EUR,true,1509887.55,19,false,pool,2024-05-18T05:44:48+00:00
466,other,841,1866,2022-06-30,5480605.71,GBP,true,4016898.91,16,false,single_asset,2022-06-30T07:03:53+00:00
467,property,,691,2023-05-18,2927449.33,EUR,false,,,false,pool,2023-05-18T09:45:42+00:00
468,property,391,,2025-04-06,5984388.38,USD,false,,,false,pool,2025-04-06T00:20:52+00:00
469,property,356,,2022-11-28,5265296.62,GBP,false,,,false,mixed,2022-11-28T12:39:55+00:00
470,property,856,,2026-01-22,2566159.32,EUR,true,1446520.13,6,false,pool,2026-01-22T11:49:10+00:00
471,guarantee,331,,2024-07-21,5120916.46,GBP,true,3479510.8,10,true,mixed,2024-07-21T14:29:55+00:00
472,guarantee,48,,2023-01-10,4559324.39,GBP,true,3196026.79,11,false,pool,2023-01-10T14:28:27+00:00
473,other,323,617,2022-05-05,4309251.83,GBP,false,,,false,single_asset,2022-05-05T09:34:34+00:00
474,property,490,,2023-05-27,3810267.2,EUR,false,,,false,mixed,2023-05-27T02:41:29+00:00
475,other,,103,2025-04-14,2377270.28,GBP,true,806270.73,19,false,single_asset,2025-04-14T13:27:36+00:00
476,property,1150,,2022-09-10,2350057.26,USD,false,,,false,pool,2022-09-10T14:15:31+00:00
477,cash,1082,685,2023-03-27,5255316.71,EUR,false,,,false,single_asset,2023-03-27T18:11:27+00:00
478,cash,,290,2026-02-14,4902183.07,EUR,false,,,false,single_asset,2026-02-14T17:47:10+00:00
479,cash,301,,2024-03-02,5454662.21,EUR,false,,,false,pool,2024-03-02T11:21:40+00:00
480,guarantee,390,,2024-07-18,2740213.3,EUR,false,,,false,single_asset,2024-07-18T11:33:15+00:00
481,cash,1427,,2025-10-11,2775974.85,EUR,true,1153012.64,2,false,single_asset,2025-10-11T20:50:02+00:00
482,property,,1498,2022-03-26,3247949.33,EUR,false,,,false,single_asset,2022-03-26T09:46:36+00:00
483,guarantee,717,1231,2023-11-19,3640128.54,GBP,false,,,false,single_asset,2023-11-19T08:37:41+00:00
484,guarantee,815,1443,2023-04-26,5493879.2,EUR,true,4513881.76,6,false,mixed,2023-04-26T18:39:32+00:00
485,property,517,,2025-03-21,4580204.75,USD,false,,,false,mixed,2025-03-21T03:09:37+00:00
486,property,106,,2022-11-12,3238560.47,GBP,false,,,false,mixed,2022-11-12T00:51:11+00:00
487,cash,245,,2026-02-21,477356.25,USD,true,244937.7,17,false,pool,2026-02-21T11:00:29+00:00
488,guarantee,207,,2023-12-16,5064058.2,GBP,false,,,false,mixed,2023-12-16T09:10:10+00:00
489,cash,984,,2022-01-27,251123.76,USD,true,196289.7,12,false,pool,2022-01-27T22:40:26+00:00
490,cash,600,,2025-10-06,1665344.47,USD,false,,,false,mixed,2025-10-06T05:33:38+00:00
491,guarantee,1276,,2025-11-13,1092248.72,USD,true,563675.36,13,false,single_asset,2025-11-13T19:13:04+00:00
492,property,1205,,2023-06-27,5354341.31,EUR,false,,,false,single_asset,2023-06-27T13:31:09+00:00
493,property,1458,,2024-06-29,430432.23,GBP,false,,,false,pool,2024-06-29T23:38:23+00:00
494,property,294,,2024-08-04,5139083.64,EUR,false,,,false,mixed,2024-08-04T04:03:43+00:00
495,property,490,853,2025-10-15,368806.98,USD,true,249229.94,15,false,mixed,2025-10-15T18:46:47+00:00
496,guarantee,,1415,2025-05-25,5874829.97,GBP,true,2167460.43,14,false,mixed,2025-05-25T19:50:11+00:00
497,other,227,,2023-03-01,4049436.29,EUR,true,1769788.85,5,false,pool,2023-03-01T03:24:41+00:00
498,other,,1447,2022-01-07,4378073.39,GBP,false,,,false,single_asset,2022-01-07T22:58:08+00:00
499,property,408,,2024-09-10,5351624.76,EUR,false,,,false,single_asset,2024-09-10T22:22:58+00:00
500,cash,1417,,2024-03-03,1055467.71,GBP,false,,,false,single_asset,2024-03-03T14:56:12+00:00
501,property,,1861,2022-08-13,4999291.58,GBP,true,3318085.15,10,false,mixed,2022-08-13T11:14:22+00:00
502,property,895,1081,2025-07-01,1152663.9,USD,false,,,false,single_asset,2025-07-01T23:50:31+00:00
503,property,752,110,2025-09-01,1927645.37,GBP,true,701746.21,5,false,single_asset,2025-09-01T00:55:30+00:00
504,property,405,1599,2023-07-05,4768243.03,EUR,false,,,false,mixed,2023-07-05T05:21:49+00:00
505,cash,,1258,2024-02-08,5086187.59,USD,false,,,false,mixed,2024-02-08T11:15:21+00:00
506,other,341,,2026-02-10,4534952.17,USD,true,3803839.89,8,false,pool,2026-02-10T16:02:00+00:00
507,cash,1426,,2022-03-22,2237765.03,EUR,false,,,false,single_asset,2022-03-22T08:49:35+00:00
508,property,338,,2022-07-19,1023972.78,GBP,false,,,false,single_asset,2022-07-19T06:18:04+00:00
509,property,,150,2023-03-05,3515105.8,GBP,false,,,false,pool,2023-03-05T21:51:44+00:00
